,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Item_Identifier_Categories_FD,Item_Identifier_Categories_NC,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049
732,8.395,0,0.072088552,253.704,2,0,1,4554.072,24,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8221,21.25,0,0.024756031,146.7102,2,2,2,1603.9122,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4543,7.68,0,0.071010513,190.9162,2,0,1,5195.2374,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1175,5.155,0,0.083198341,246.0776,1,0,1,990.7104,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4121,19.2,0,0.12475207,90.9488,2,1,1,633.8416,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
8512,20.7,0,0.04280113,178.3028,3,2,1,2479.4392,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2484,12.857645184135976,0,0.0,39.0164,2,2,3,1042.6428,38,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1969,14.65,0,0.083528446,162.4552,2,1,1,2274.3728,21,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6131,14.85,0,0.093991286,140.9812,2,1,1,3277.0676,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1507,15.0,1,0.026950104,220.9456,2,2,2,1768.3648,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
7830,16.2,0,0.019457372,153.9972,2,2,2,1246.3776,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
5367,18.25,0,0.044430561,174.208,2,2,2,2596.62,14,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3449,6.135,1,0.079776075,152.8366,2,1,1,1964.7758,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4787,12.15,0,0.021719387,163.1184,1,1,1,3467.4864,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
8443,17.2,0,0.156541861,162.4578,2,0,1,2888.2404,24,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2235,14.15,0,0.038123176,123.5046,2,1,1,1992.0736,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
2924,6.63,1,0.104183308,166.15,2,0,1,3828.35,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1142,12.857645184135976,1,0.01401884,178.1344,2,2,3,3747.1224,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5548,12.857645184135976,0,0.008792907,96.7384,2,2,3,2956.152,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
8062,12.3,0,0.036997104,115.9834,2,0,1,2073.3012,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1005,9.5,1,0.104421237,80.196,3,2,1,2157.192,36,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
7041,18.25,0,0.060342304,165.9526,2,0,1,1644.526,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
187,14.0,0,0.028907832,130.431,2,0,1,778.986,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
6026,12.5,1,0.110163385,83.6592,2,0,1,1320.9472,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7768,5.63,1,0.024520854,102.8306,3,2,1,1986.0814,36,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
5549,5.765,0,0.072238195,120.0098,3,2,1,1687.1372,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
4650,8.92,0,0.130663423,175.237,2,1,1,2117.244,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
109,14.15,0,0.035913805,41.4138,3,2,1,812.276,36,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
2575,8.88,0,0.086957199,152.5682,2,1,1,1372.2138,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1042,12.15,0,0.028714747,151.9708,2,2,2,3611.2992,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5583,13.35,1,0.014626901,207.7638,1,0,1,3520.0846,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4766,17.2,1,0.025162022,145.9418,1,1,1,1765.7016,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6661,17.6,0,0.105042025,163.8868,2,0,1,3111.9492,24,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2167,16.35,0,0.013393537,106.028,2,1,1,1065.28,21,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2858,9.5,0,0.031331581,111.1228,2,0,1,663.1368,24,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7888,19.5,0,0.083019163,180.2002,2,1,1,5193.9058,16,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
746,12.1,0,0.028164527,178.166,2,2,0,539.298,25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1673,12.5,0,0.081119484,220.0798,1,1,1,1322.2788,19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1206,17.25,0,0.113694957,253.4724,2,0,1,6040.1376,24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8504,12.857645184135976,0,0.124110734,111.7544,2,2,3,4138.6128,38,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2785,16.75,0,0.045138797,187.9556,2,1,1,2816.334,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4555,12.857645184135976,0,0.021618297,167.1184,2,2,3,2476.776,38,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1097,12.857645184135976,1,0.04016342,181.166,2,2,3,3415.554,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1842,9.3,0,0.066887123,183.9292,2,0,1,3283.7256,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1351,20.5,0,0.0,90.883,2,2,0,89.883,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7305,10.895,0,0.059834024,133.5284,2,2,0,263.6568,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2892,7.27,0,0.046631836,98.4384,2,0,1,1576.6144,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
70,15.6,1,0.105296072,170.1764,1,0,1,3435.528,26,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
5770,12.8,1,0.114085368,141.3838,2,1,1,2388.2246,21,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2132,12.857645184135976,0,0.126831854,209.027,2,2,3,4613.994,38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2979,11.0,0,0.038109194,40.948,2,1,1,479.376,16,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
2426,14.75,0,0.032862976,238.6906,3,2,1,4278.4308,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
1734,13.0,0,0.082970667,60.0194,2,0,1,1114.5492,24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
5407,6.55,1,0.034575546,156.5288,3,2,1,1571.288,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3046,12.857645184135976,0,0.150806666,149.0076,1,0,0,295.6152,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1614,12.6,0,0.048741487,60.4194,3,2,1,990.7104,36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3486,9.3,0,0.043874493,191.0846,2,1,1,1337.5922,21,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7820,20.35,1,0.151044881,79.2276,1,1,1,649.8208,19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1018,17.25,0,0.073135768,77.2986,2,2,2,1012.6818,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
6672,6.61,1,0.0,186.4898,2,1,1,2993.4368,21,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
3391,10.0,0,0.046043736,140.618,2,2,2,2376.906,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
78,19.0,0,0.112556507,104.9622,2,1,1,1587.933,16,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
4003,10.195,0,0.0,114.086,1,0,1,1810.976,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1626,14.65,0,0.170176516,55.2614,3,2,1,718.3982,36,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4421,18.85,0,0.168531813,192.5136,2,1,1,2916.204,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1982,8.39,1,0.024243294,116.0176,2,0,1,1603.2464,24,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
6792,12.1,0,0.015521768,165.8526,2,1,1,3124.5994,16,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
8418,14.6,0,0.151180862,47.5692,2,2,2,443.4228,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3124,9.195,1,0.064014173,83.3566,1,0,1,1437.4622,26,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
5148,12.857645184135976,1,0.036551446,62.7194,1,0,0,123.8388,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
6821,12.857645184135976,1,0.024286378,194.711,2,2,3,5892.33,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5765,16.0,1,0.106663245,179.7634,3,2,1,4180.5582,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2034,10.695,0,0.06375108,36.7848,1,1,1,782.9808,19,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1803,13.1,0,0.037574137,174.2054,1,1,1,3677.2134,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1148,19.35,1,0.040154087,164.6868,2,1,1,1146.5076,16,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
6025,5.655,0,0.142732848,167.95,2,2,0,166.45,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2147,20.2,1,0.039469737,155.163,2,1,1,782.315,16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
6157,7.075,0,0.022548195,95.7068,3,2,1,583.2408,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
1995,17.6,1,0.041373331,38.119,1,1,1,732.38,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
16,11.8,0,0.008596051,115.3492,2,2,2,1621.8888,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
4900,19.35,1,0.039920687,163.3868,1,1,1,3439.5228,19,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2950,12.857645184135976,0,0.099442329,233.1642,1,0,0,697.0926,38,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1365,12.6,1,0.041557653,124.5072,1,0,1,2450.144,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4983,8.235,0,0.014456938,184.795,1,1,1,1464.76,19,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2208,12.857645184135976,0,0.025039776,102.7332,1,0,0,410.1328,38,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8066,14.85,1,0.035257037,161.2578,1,0,1,4171.9028,26,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
3464,9.395,0,0.103664897,233.6932,3,2,1,1414.1592,36,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
8327,12.857645184135976,1,0.0,75.9328,2,2,3,3012.0792,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
882,11.395,0,0.03616416,150.1708,2,2,0,300.9416,25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2896,12.857645184135976,0,0.099478451,194.4452,2,2,3,4697.8848,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
6457,13.1,0,0.075885921,165.1158,2,2,2,1504.0422,14,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
314,16.7,1,0.052368061,112.7176,3,2,1,801.6232,36,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2648,12.857645184135976,0,0.033059299,196.4768,2,2,3,6306.4576,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2840,12.857645184135976,0,0.112161697,154.4682,1,0,0,152.4682,38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
7716,18.85,1,0.068059156,120.344,2,0,1,1797.66,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
7226,15.2,0,0.097457483,114.4492,2,2,2,579.246,14,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5169,9.6,1,0.014209811,188.1872,1,1,1,1701.7848,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
5537,8.895,0,0.105110692,41.1138,1,0,1,690.4346,26,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2396,18.25,0,0.012300013,160.4894,2,1,1,3073.9986,21,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
7801,17.5,0,0.098457814,171.7738,2,1,1,2432.8332,16,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2201,19.2,0,0.100055601,112.4886,1,1,1,1223.0746,19,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
6451,12.857645184135976,0,0.01520491,197.2084,2,2,3,4166.5764,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
5107,8.88,0,0.086781204,152.2682,1,0,1,1829.6184,26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6186,12.857645184135976,0,0.054720642,107.8254,2,2,3,2387.5588,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
371,12.857645184135976,0,0.053392944,193.8162,1,0,0,384.8324,38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8197,13.65,1,0.012749289,58.8588,1,1,1,973.3996,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1125,10.5,1,0.026520107,144.8128,2,1,1,2157.192,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
5143,15.7,1,0.114565093,112.0202,1,0,1,337.5606,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
237,12.3,1,0.064565202,92.9804,3,2,1,1929.4884,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
8111,10.1,0,0.046848053,60.6878,2,1,1,363.5268,16,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5095,8.775,0,0.036159635,110.7228,2,2,0,331.5684,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4824,17.5,0,0.013664703,257.7304,2,1,1,5683.2688,21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3645,12.857645184135976,0,0.045465958,120.8414,1,0,0,852.8898,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3819,8.71,1,0.072141818,183.3924,1,1,1,2776.386,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4504,12.857645184135976,0,0.171761077,115.7518,2,2,3,5351.0346,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
6072,11.3,1,0.091310237,96.9094,2,2,0,190.4188,25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3329,9.1,0,0.080619969,47.4718,2,2,2,472.718,14,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
1403,17.75,0,0.07607772,112.4544,2,0,1,2348.9424,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
311,15.0,1,0.054378253,59.1904,1,0,1,527.3136,26,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7298,20.25,0,0.148302815,108.3938,2,0,1,2787.0388,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2884,12.857645184135976,1,0.047570401,125.7362,2,2,3,3020.0688,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
7270,16.35,0,0.016993204,95.741,1,0,1,965.41,26,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4626,17.0,1,0.026622757,144.247,2,1,1,3149.234,21,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2600,13.65,1,0.13187274,188.024,2,2,0,745.696,25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6028,12.857645184135976,0,0.028868467,146.3786,2,2,3,5056.751,38,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3084,19.5,1,0.030819397,86.054,2,2,2,2336.958,14,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
4222,12.857645184135976,0,0.025612348,168.2474,2,2,3,3200.5006,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2996,6.635,1,0.00636189,121.1098,2,1,1,2651.2156,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
5149,6.96,0,0.077630199,90.9146,2,1,1,1459.4336,16,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5806,12.857645184135976,0,0.013951504,36.719,2,2,3,622.523,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2021,12.857645184135976,0,0.135226962,56.293,1,0,0,113.186,38,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
5269,19.0,1,0.097709541,48.6718,2,2,2,614.5334,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
6420,12.85,1,0.152001201,252.3382,3,2,1,6056.1168,36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
3452,14.5,0,0.089703476,158.3604,3,2,1,1109.2228,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
6730,14.5,1,0.0,169.6448,1,1,1,2045.3376,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5496,17.7,0,0.116520447,186.0266,1,1,1,2950.8256,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
5414,12.857645184135976,0,0.048637888,149.7708,1,0,0,150.4708,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2930,15.35,1,0.055103174,149.7734,1,1,1,2820.9946,19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
5599,12.857645184135976,0,0.181114059,141.647,1,0,0,429.441,38,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
4079,10.6,0,0.056748659,233.6642,3,2,1,3950.1914,36,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8459,10.85,0,0.162211939,107.0622,1,1,1,741.0354,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1015,18.2,0,0.161355122,38.319,3,2,1,585.904,36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
7592,12.857645184135976,0,0.034717799,179.4344,2,2,3,6066.7696,38,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
439,16.0,0,0.060797393,223.8404,3,2,1,3600.6464,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
3369,11.0,0,0.037953762,38.448,2,0,1,1198.44,24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
430,12.857645184135976,0,0.143592939,37.3164,1,0,0,38.6164,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3605,20.5,1,0.112316501,193.9478,3,2,1,4456.1994,36,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
4012,19.2,0,0.058893461,178.9318,2,2,0,180.4318,25,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2355,9.3,1,0.033431669,153.1314,1,1,1,4653.942,19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
8157,12.857645184135976,0,0.080203852,77.996,2,2,3,2716.464,38,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
5206,5.175,0,0.030330202,35.4874,3,2,1,388.1614,36,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
824,12.857645184135976,1,0.078547351,79.3276,2,2,3,1380.8692,38,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1372,12.15,1,0.13283066,190.6872,2,1,1,2269.0464,16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2603,12.6,0,0.056191301,53.2982,2,1,1,736.3748,21,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1721,16.0,0,0.090111173,141.3154,2,0,1,3261.7542,24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
687,8.785,0,0.0,123.0414,2,2,0,121.8414,25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
550,11.8,1,0.076705948,34.7558,1,1,1,780.9834,19,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
4108,12.857645184135976,0,0.0,126.6994,1,0,0,256.9988,38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
